; Date generated Fri Oct 22 16:44:17 2021
; 
;   Solar Spectral Irradiance from 
;   NASA SDO EVE Rocket 36.353 Results
;     MEGS-A and B Combined Spectrum
;     Sept 9, 2021
; ------------------------------------
;     Don Woodraska, Brian Templeman, Phil Chamberlin,
;     Tom Woods, Frank Eparvier, Andrew Jones
; 
;  This spectrum spans the EUV from approximately 6 to 105 nm.
; 
; *****
; ***** WARNING: THIS IS PRELIMINARY DATA - DO NOT PUBLISH
; *****
; ***** WARNING: This data is not ready for publication and may change.
; *****
; ***** WARNING: Uncertainties are underestimated!
; *****
; 
;  Applied calibration from SURF 2017
;  Applied NRL-MSIS00E atmospheric correction, about 3% at 30.4 nm
;  Applied 1-AU adjustment 0.985890
; 
;  Solar zenith angle (deg) 31.0500
; 
 12.660 5.463055e-06  0.112
 12.680 5.914746e-06  0.111
 12.700 6.633364e-06  0.106
 12.720 7.901460e-06  0.109
 12.740 9.342289e-06  0.107
 12.760 1.041370e-05  0.105
 12.780 1.079984e-05  0.104
 12.800 1.006088e-05  0.107
 12.820 9.006965e-06  0.110
 12.840 8.064054e-06  0.111
 12.860 7.506955e-06  0.113
 12.880 7.410184e-06  0.109
 12.900 7.681652e-06  0.111
 12.920 8.561990e-06  0.112
 12.940 9.773426e-06  0.111
 12.960 1.137115e-05  0.112
 12.980 1.265491e-05  0.110
 13.000 1.291059e-05  0.112
 13.020 1.269908e-05  0.111
 13.040 1.319177e-05  0.108
 13.060 1.508526e-05  0.112
 13.080 1.826580e-05  0.111
 13.100 2.117990e-05  0.109
 13.120 2.219529e-05  0.108
 13.140 2.027335e-05  0.109
 13.160 1.646962e-05  0.112
 13.180 1.280195e-05  0.111
 13.200 1.018427e-05  0.112
 13.220 9.098202e-06  0.109
 13.240 9.008410e-06  0.107
 13.260 8.790498e-06  0.107
 13.280 8.143151e-06  0.110
 13.300 7.480583e-06  0.109
 13.320 7.402480e-06  0.110
 13.340 8.185151e-06  0.106
 13.360 9.777881e-06  0.107
 13.380 1.148455e-05  0.113
 13.400 1.252551e-05  0.111
 13.420 1.229194e-05  0.111
 13.440 1.101026e-05  0.110
 13.460 9.229044e-06  0.116
 13.480 7.865932e-06  0.116
 13.500 6.992598e-06  0.115
 13.520 6.577819e-06  0.113
 13.540 6.683318e-06  0.112
 13.560 6.724082e-06  0.112
 13.580 6.933519e-06  0.119
 13.600 7.631562e-06  0.116
 13.620 8.159425e-06  0.114
 13.640 8.847847e-06  0.114
 13.660 9.541826e-06  0.121
 13.680 9.762714e-06  0.118
 13.700 9.146046e-06  0.118
 13.720 8.606995e-06  0.118
 13.740 8.121064e-06  0.116
 13.760 8.281925e-06  0.119
 13.780 9.160301e-06  0.114
 13.800 1.012771e-05  0.113
 13.820 1.069978e-05  0.114
 13.840 1.037517e-05  0.116
 13.860 9.693077e-06  0.117
 13.880 8.382401e-06  0.116
 13.900 7.479466e-06  0.114
 13.920 7.644358e-06  0.113
 13.940 8.261779e-06  0.113
 13.960 9.479100e-06  0.113
 13.980 1.077378e-05  0.117
 14.000 1.152826e-05  0.119
 14.020 1.194770e-05  0.119
 14.040 1.251998e-05  0.122
 14.060 1.327527e-05  0.121
 14.080 1.391832e-05  0.117
 14.100 1.397349e-05  0.114
 14.120 1.329214e-05  0.109
 14.140 1.176945e-05  0.113
 14.160 1.004211e-05  0.121
 14.180 8.300750e-06  0.124
 14.200 7.552998e-06  0.122
 14.220 7.360308e-06  0.118
 14.240 7.504465e-06  0.119
 14.260 7.949331e-06  0.120
 14.280 8.444933e-06  0.123
 14.300 8.711910e-06  0.125
 14.320 9.390715e-06  0.128
 14.340 1.039562e-05  0.121
 14.360 1.199676e-05  0.116
 14.380 1.448979e-05  0.112
 14.400 1.739473e-05  0.114
 14.420 2.021273e-05  0.118
 14.440 2.222632e-05  0.117
 14.460 2.366660e-05  0.118
 14.480 2.443857e-05  0.114
 14.500 2.400309e-05  0.114
 14.520 2.298954e-05  0.115
 14.540 2.156481e-05  0.117
 14.560 2.039545e-05  0.117
 14.580 1.933873e-05  0.114
 14.600 1.794381e-05  0.116
 14.620 1.576480e-05  0.118
 14.640 1.365739e-05  0.116
 14.660 1.289908e-05  0.113
 14.680 1.324842e-05  0.116
 14.700 1.418207e-05  0.116
 14.720 1.510121e-05  0.114
 14.740 1.717917e-05  0.116
 14.760 2.454800e-05  0.123
 14.780 3.908560e-05  0.124
 14.800 5.792039e-05  0.121
 14.820 7.401459e-05  0.117
 14.840 7.764441e-05  0.116
 14.860 6.610156e-05  0.116
 14.880 4.622076e-05  0.121
 14.900 2.691212e-05  0.129
 14.920 9.945379e-06  0.199
 14.940 3.024318e-06  0.626
 14.960 1.302649e-05  0.207
 14.980 2.548898e-05  0.140
 15.000 2.820309e-05  0.155
 15.020 2.722266e-05  0.152
 15.040 2.082147e-05  0.153
 15.060 1.105230e-05  0.185
 15.080 7.660855e-06  0.240
 15.100 7.452421e-06  0.313
 15.120 8.801779e-06  0.221
 15.140 9.458728e-06  0.196
 15.160 1.699738e-05  0.152
 15.180 2.856414e-05  0.137
 15.200 3.687099e-05  0.133
 15.220 3.854172e-05  0.136
 15.240 3.135893e-05  0.140
 15.260 1.884475e-05  0.141
 15.280 1.225226e-05  0.165
 15.300 7.697826e-06  0.194
 15.320 5.989234e-06  0.222
 15.340 5.951551e-06  0.180
 15.360 7.394445e-06  0.179
 15.380 1.365078e-05  0.163
 15.400 2.101715e-05  0.145
 15.420 2.257068e-05  0.144
 15.440 2.035991e-05  0.130
 15.460 1.363480e-05  0.140
 15.480 9.690657e-06  0.148
 15.500 6.631084e-06  0.191
 15.520 5.697096e-06  0.179
 15.540 4.415877e-06  0.242
 15.560 4.771459e-06  0.226
 15.580 4.168955e-06  0.310
 15.600 4.907188e-06  0.237
 15.620 5.387262e-06  0.220
 15.640 6.238205e-06  0.202
 15.660 6.089993e-06  0.187
 15.680 5.792483e-06  0.202
 15.700 6.222837e-06  0.176
 15.720 9.456495e-06  0.148
 15.740 1.693223e-05  0.127
 15.760 2.278923e-05  0.122
 15.780 2.454891e-05  0.130
 15.800 2.443985e-05  0.130
 15.820 2.181110e-05  0.137
 15.840 2.117487e-05  0.131
 15.860 1.763320e-05  0.135
 15.880 1.394596e-05  0.153
 15.900 9.385994e-06  0.183
 15.920 8.013764e-06  0.178
 15.940 8.222063e-06  0.176
 15.960 1.198228e-05  0.161
 15.980 1.525097e-05  0.145
 16.000 1.932015e-05  0.139
 16.020 1.947364e-05  0.146
 16.040 1.702773e-05  0.139
 16.060 1.371289e-05  0.139
 16.080 1.030719e-05  0.141
 16.100 6.869636e-06  0.185
 16.120 6.063429e-06  0.193
 16.140 7.158720e-06  0.195
 16.160 8.950942e-06  0.223
 16.180 1.011980e-05  0.199
 16.200 9.425535e-06  0.243
 16.220 1.025194e-05  0.198
 16.240 1.122046e-05  0.138
 16.260 9.064711e-06  0.165
 16.280 7.050528e-06  0.190
 16.300 5.160184e-06  0.208
 16.320 5.898407e-06  0.190
 16.340 6.159445e-06  0.199
 16.360 9.515514e-06  0.158
 16.380 1.593504e-05  0.148
 16.400 2.169129e-05  0.147
 16.420 2.125185e-05  0.151
 16.440 1.702679e-05  0.152
 16.460 1.139255e-05  0.170
 16.480 9.586702e-06  0.169
 16.500 9.952004e-06  0.182
 16.520 1.315885e-05  0.169
 16.540 1.407465e-05  0.178
 16.560 1.484412e-05  0.172
 16.580 1.484830e-05  0.148
 16.600 1.420947e-05  0.149
 16.620 1.312612e-05  0.150
 16.640 1.184891e-05  0.146
 16.660 1.135614e-05  0.155
 16.680 1.405731e-05  0.150
 16.700 2.634980e-05  0.144
 16.720 4.304790e-05  0.135
 16.740 5.663380e-05  0.132
 16.760 6.970039e-05  0.129
 16.780 8.238861e-05  0.131
 16.800 9.456954e-05  0.133
 16.820 1.034093e-04  0.134
 16.840 9.565246e-05  0.132
 16.860 7.838048e-05  0.132
 16.880 5.743900e-05  0.131
 16.900 4.154167e-05  0.131
 16.920 3.806861e-05  0.130
 16.940 4.652975e-05  0.135
 16.960 5.371147e-05  0.134
 16.980 4.663154e-05  0.136
 17.000 3.302292e-05  0.136
 17.020 4.418142e-05  0.139
 17.040 1.634339e-04  0.144
 17.060 4.384538e-04  0.144
 17.080 6.918529e-04  0.145
 17.100 7.879574e-04  0.146
 17.120 6.576681e-04  0.146
 17.140 3.679656e-04  0.145
 17.160 1.512419e-04  0.140
 17.180 6.441415e-05  0.135
 17.200 3.906354e-05  0.132
 17.220 3.099454e-05  0.132
 17.240 3.189420e-05  0.133
 17.260 4.276238e-05  0.131
 17.280 5.478255e-05  0.133
 17.300 5.844402e-05  0.134
 17.320 4.934342e-05  0.132
 17.340 3.618353e-05  0.133
 17.360 3.648660e-05  0.135
 17.380 9.244608e-05  0.143
 17.400 2.790074e-04  0.144
 17.420 5.060485e-04  0.145
 17.440 6.218682e-04  0.146
 17.460 5.710575e-04  0.147
 17.480 3.715360e-04  0.146
 17.500 1.945085e-04  0.139
 17.520 1.140330e-04  0.136
 17.540 8.091152e-05  0.136
 17.560 5.511396e-05  0.137
 17.580 3.632018e-05  0.140
 17.600 2.753518e-05  0.139
 17.620 3.025365e-05  0.139
 17.640 5.395719e-05  0.139
 17.660 1.335686e-04  0.142
 17.680 2.722634e-04  0.142
 17.700 3.764063e-04  0.144
 17.720 3.954102e-04  0.145
 17.740 3.079676e-04  0.144
 17.760 1.756239e-04  0.142
 17.780 8.990350e-05  0.139
 17.800 5.509142e-05  0.137
 17.820 4.179168e-05  0.138
 17.840 3.567977e-05  0.138
 17.860 3.632878e-05  0.138
 17.880 4.014766e-05  0.138
 17.900 4.175816e-05  0.137
 17.920 4.137348e-05  0.137
 17.940 4.294168e-05  0.139
 17.960 6.702785e-05  0.141
 17.980 1.835449e-04  0.147
 18.000 3.803871e-04  0.148
 18.020 5.228415e-04  0.151
 18.040 5.437218e-04  0.152
 18.060 4.055798e-04  0.150
 18.080 2.184281e-04  0.146
 18.100 1.038416e-04  0.143
 18.120 5.753900e-05  0.139
 18.140 4.140087e-05  0.139
 18.160 5.124556e-05  0.142
 18.180 7.982525e-05  0.140
 18.200 1.013121e-04  0.139
 18.220 1.020232e-04  0.139
 18.240 7.582163e-05  0.140
 18.260 4.399711e-05  0.142
 18.280 2.605467e-05  0.142
 18.300 1.976102e-05  0.143
 18.320 1.980169e-05  0.146
 18.340 2.600708e-05  0.144
 18.360 3.865194e-05  0.142
 18.380 6.174558e-05  0.142
 18.400 1.087290e-04  0.141
 18.420 1.564314e-04  0.141
 18.440 1.794727e-04  0.143
 18.460 1.730859e-04  0.142
 18.480 1.383092e-04  0.142
 18.500 1.043125e-04  0.142
 18.520 8.238321e-05  0.141
 18.540 6.016716e-05  0.142
 18.560 3.891123e-05  0.143
 18.580 2.944389e-05  0.144
 18.600 3.557675e-05  0.144
 18.620 5.986553e-05  0.144
 18.640 9.809260e-05  0.144
 18.660 1.277641e-04  0.144
 18.680 1.295032e-04  0.145
 18.700 1.025939e-04  0.143
 18.720 6.512188e-05  0.143
 18.740 5.390831e-05  0.142
 18.760 1.162453e-04  0.150
 18.780 2.571548e-04  0.151
 18.800 3.834374e-04  0.155
 18.820 4.298770e-04  0.157
 18.840 3.563890e-04  0.155
 18.860 2.176134e-04  0.152
 18.880 1.143941e-04  0.148
 18.900 6.593654e-05  0.146
 18.920 5.039740e-05  0.145
 18.940 5.628134e-05  0.146
 18.960 7.739227e-05  0.145
 18.980 9.513339e-05  0.144
 19.000 9.684740e-05  0.146
 19.020 7.734745e-05  0.147
 19.040 5.271153e-05  0.147
 19.060 3.976753e-05  0.148
 19.080 3.928225e-05  0.148
 19.100 4.231478e-05  0.147
 19.120 4.250327e-05  0.146
 19.140 3.996994e-05  0.146
 19.160 4.435279e-05  0.146
 19.180 7.206236e-05  0.146
 19.200 1.180073e-04  0.146
 19.220 1.599568e-04  0.149
 19.240 1.837652e-04  0.151
 19.260 1.711509e-04  0.151
 19.280 1.614315e-04  0.149
 19.300 1.980880e-04  0.149
 19.320 2.483301e-04  0.152
 19.340 2.723406e-04  0.153
 19.360 2.377476e-04  0.152
 19.380 1.483846e-04  0.151
 19.400 7.565831e-05  0.150
 19.420 5.187258e-05  0.147
 19.440 8.705650e-05  0.153
 19.460 2.010250e-04  0.156
 19.480 3.228947e-04  0.157
 19.500 3.794627e-04  0.159
 19.520 3.355083e-04  0.159
 19.540 2.072137e-04  0.157
 19.560 9.999463e-05  0.154
 19.580 5.146535e-05  0.150
 19.600 4.072864e-05  0.150
 19.620 4.460506e-05  0.150
 19.640 4.953232e-05  0.149
 19.660 5.040348e-05  0.151
 19.680 4.453853e-05  0.153
 19.700 3.757525e-05  0.152
 19.720 3.580902e-05  0.150
 19.740 3.859315e-05  0.150
 19.760 3.943184e-05  0.150
 19.780 3.841246e-05  0.151
 19.800 3.948971e-05  0.153
 19.820 4.080592e-05  0.151
 19.840 4.050552e-05  0.152
 19.860 3.686571e-05  0.152
 19.880 2.841256e-05  0.152
 19.900 2.136284e-05  0.153
 19.920 1.933190e-05  0.154
 19.940 2.334347e-05  0.155
 19.960 3.151541e-05  0.153
 19.980 3.749261e-05  0.153
 20.000 3.860712e-05  0.150
 20.020 3.495016e-05  0.150
 20.040 3.604246e-05  0.152
 20.060 5.216126e-05  0.153
 20.080 7.201535e-05  0.152
 20.100 8.495762e-05  0.152
 20.120 9.198133e-05  0.152
 20.140 1.160124e-04  0.155
 20.160 1.752059e-04  0.158
 20.180 2.252887e-04  0.158
 20.200 2.388049e-04  0.157
 20.220 1.981959e-04  0.156
 20.240 1.310395e-04  0.156
 20.260 8.446540e-05  0.156
 20.280 5.926557e-05  0.155
 20.300 4.877386e-05  0.153
 20.320 6.263776e-05  0.156
 20.340 9.622711e-05  0.157
 20.360 1.220279e-04  0.156
 20.380 1.250910e-04  0.155
 20.400 9.665639e-05  0.156
 20.420 6.024611e-05  0.154
 20.440 4.243667e-05  0.153
 20.460 3.793254e-05  0.155
 20.480 3.566278e-05  0.158
 20.500 3.091077e-05  0.159
